Name,rating,time_min
Placa de Acero,5.7,101
Growing Up with I Spit on Your Grave,7.1,102
La source,6.3,103
Biography: Chris Farley - Anything for a Laugh,8.2,120
NTR: Mahanayakudu,5.4,128
Hostel Daze,9,159
The Disappearance of Susan Cox Powell,7.3,240
This Is Not a Movie,7.5,106
Ghost,8.5,130
Mystery 101: Playing Dead,7.1,120
Sur Sapata,7.9,128
Technoboss,6.1,112
Badla,7.9,118
Shubharathri,6.1,130
Wie gut ist deine Beziehung?,5.7,111
 The Last Drive-In with Joe Bob Briggs,8.2,144
Kanne Kalaimane,6.4,128
Under World,6.1,160
The Blue Elephant 2,8.6,130
Finals,7.8,122
