Name,rating,time_min
Zhagaram,6.6,113
Kruty 1918,6.5,110
Adults in the Room,5.8,124
Gundala,7.5,123
Love and Run,6.4,101
Noblemen,5.7,108
Vaarthakal Ithuvare,9.7,121
Willow (Vrba),8,101
Kral Midas'in Hazinesi,5.5,103
Daal Chaawal,7.1,120
Don't F**k with Cats: Hunting an Internet Killer,8.2,187
Aga's House,9,107
Amigo de nadie,7,105
Cua lai vo bau,6.2,102
While at War,7.4,107
"I Love You, Now Die: The Commonwealth v. Michelle Carter",7.6,143
18am Padi,6.2,160
Olen suomalainen,6.5,113
A Thief's Daughter,6.4,102
Little Joe,5.9,105
