Name,rating,time_min
 Blood & Treasure,7.5,120
Little White Lies 2,6.5,135
Dwelling in the Fuchun Mountains,7.1,150
 The Last Drive-In with Joe Bob Briggs,8.6,161
The Climbers,5.3,125
BoBoiBoy Movie 2,7.9,120
Chronology,6.2,117
Madhaveeyam,6.4,137
The Gambler,5.7,121
La source,6.3,103
Everybody's Everything,7,116
Chhichhore,8.1,143
Upstarts,6.7,112
Freies Land,6.4,128
Battalion 609,4.2,131
Los Domirriqueños 2,5.5,107
The Elder One,8.1,125
A1,5,109
Who Killed Garrett Phillips?,7.5,186
Darkhoongah,5.9,102
Tony,3.3,109
High End Yaariyaan,5.7,121
The Wall,6.4,300
My Zoe,6.8,100
The Song of Names,6.1,113
Halka,8.8,120
The Perfect Wedding,5.9,110
Zhara,3.9,101
Nenu Lenu,7.7,118
Shazam!,7.1,132
The Last Thieves,8.2,109
Evaru,8.3,118
Romeo Akbar Walter,6.5,141
22 Yards,5.3,126
Band Vaaje,6.1,125
Jo Pil-ho: The Dawning Rage,6.2,127
 Exhibit A,6.2,144
Jumanji: The Next Level,7,123
UFC 243: Whittaker vs. Adesanya,7.6,180
Crescendo,6.6,102
Organ,6.8,119
William Tecumseh Sherman: Beyond the March to the Sea,7.1,115
Earth,7.2,115
Head Over Heels 3,5.2,104
"Mektoub, My Love: Intermezzo",3.9,212
"Hatsukoi: Otosan, Chibi ga Inaku Narimashita",6.5,104
Eorin uiroein,7.2,114
Rising Free,7.6,109
The Lighthouse,7.9,109
Manmadhudu 2,4.8,155
MBF: Man's Best Friend,4.6,129
Mister T.,6.4,103
Adoring,6.7,108
Placa de Acero,5.7,101
A Haunting on Brockway Street,5.7,132
RDX Love,3.3,145
Noblemen,5.7,108
The Humorist,6.6,100
The Money,5.5,118
The Rising Hawk,7.7,135
Queen of Hearts,7.3,127
Joni 75: A Birthday Celebration,7.7,128
Janaadhipan,6.1,120
Pahokee,7.9,110
Aame,6.3,143
India's Most Wanted,4.4,123
See You Soon,4.8,107
Censored,7.5,100
1982,7.2,100
Mosul,6.8,100
Polar,6.3,118
House Owner,6.9,109
Hitler's Secret Tunnels,4.4,121
Zombi Child,6.2,103
Family of Thakurganj,9.4,127
Kolaiyuthir Kaalam,2.6,100
Devaki,6.9,129
Penalty,8.2,128
Homecoming: A Film by Beyoncé,7.4,137
Pariban: Idola dari Tanah Jawa,7.3,101
Coward Hero,5,106
Yüzlesme,6.4,120
Maria's Paradise,6.4,110
Mucize Ask,6.8,129
All Elite Wrestling: Dynamite,8.7,120
The Divine Move 2: The Wrathful,6.2,106
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.7,142
Lucky Grandma,7.4,100
Cargo,7.7,119
Ölü Yatirim,8.7,106
"Where'd You Go, Bernadette",6.5,109
Raju Gari Gadhi 3,7.3,122
S.P. Chauhan,4.9,136
Mr. Majnu,6,145
Chop Chop Chang: Operation C.H.I.M.P,8.1,101
Judy,7,118
Seven,5.2,117
Kodathi Samaksham Balan Vakeel,5.9,155
Amar,5.4,132
Dhanusu Raasi Neyargalae,4.9,121
