Name,rating,time_min
Aurora,6.9,106
Earth's Great Rivers,8.4,180
BoBoiBoy Movie 2,7.9,120
Fabulous,7.4,112
Love Them All,5.3,100
The Long Walk,6.9,116
Munda Hi Chahida,5.4,130
Inmate Zero,6.9,106
The Obituary of Tunde Johnson,7.5,104
The Dirty War on the National Health Service,7.6,106
Whistleblower,6.9,119
Family of Thakurganj,9.4,127
Gangs Of Madras,5.5,138
Hearts and Bones,7.1,111
Solid Gold,5.5,140
Be Happy!,3.4,105
Phil,5.5,106
We Are Champions,7.7,118
Liberté,4.7,132
Ninnu Thalachi,7.9,138
