Name,rating,time_min
Rocca verändert die Welt,7.2,101
The Angel of Auschwitz,2.3,101
The Wall,6.4,300
The Big Shot,5.7,107
Biography: Chris Farley - Anything for a Laugh,8.2,120
House Owner,6.9,109
 American Experience,7.7,113
The Souvenir,6.5,120
The Ghost Who Walks,4.5,106
Sagaa,6.1,115
Sillu Karuppatti,8.9,153
Exile,6.8,110
The Directive,6.3,113
Goodbye Mother,8,106
Cosmic Candy,5.7,100
Vikruthi,7.5,123
Gumm,7.7,113
Kruty 1918,6.5,110
I Watched TV Show and Died from Blood,7.5,719
Killerman,5.7,112
Shadaa,6.5,128
Marighella,3,155
Olessia,8.4,120
Motichoor Chaknachoor,5.9,150
 30 for 30,7.6,102
Mr. & Ms. Rowdy,4.7,146
Woman,7.9,105
Short Circuit,7.3,126
Alice,7.2,103
A1,5,109
Brexit Behind Closed Doors,7.7,118
Lyrebird,7,117
Scent of My Daughter,7.9,103
The Wandering Earth,6,125
 The Masked Singer,7.2,120
Talking the Pictures,7.6,126
A Tale of Three Sisters,7.4,108
"Hatsukoi: Otosan, Chibi ga Inaku Narimashita",6.5,104
The Birdcatcher,4.7,100
Windows on the World,8.4,107
Last Sunrise,6.4,103
And All Their Men,7.5,108
The Other Side of Heaven 2: Fire of Faith,4.9,117
Brochevarevarura,8,138
All Elite Wrestling: Full Gear,8.2,180
C'è tempo,5.6,107
Özgür Dünya,2.3,122
Toy Story 4,7.9,100
Heer Maan Ja,5.9,146
Stitches,7.2,105
Adan,7.7,102
The Yellow Night,6,100
Marjaavaan,3.9,152
Rayalaseema Love Story,7.4,154
Kala Shah Kala,7.5,140
Music Teacher,6.5,101
Mi Amigo Alexis,5.1,100
Hasse & Tage - en kärlekshistoria,7.3,109
Evvarikee Cheppoddu,7.4,133
Goalie,5.9,111
Running with the Devil,5.4,100
Yüzlesme,6.4,120
Pilsudski,5.1,108
A Haunting on Brockway Street,5.7,132
No Quiero Ser Tu Hermano,3,100
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.7,142
Piranhas,6.6,105
The Last Black Man in San Francisco,7.4,121
Crazy Romance,6.7,115
Marianne & Leonard: Words of Love,6.9,102
The Warrior Queen of Jhansi,3.5,102
Eurovision Song Contest Tel Aviv 2019: First Semi-Final,7.2,133
Their Lucky Stars,5,109
Pokémon Detective Pikachu,6.6,104
Hold On,7.9,106
Mahalaya,8,108
Babyteeth,7.1,120
Kalavani 2,4.1,141
Satellite Shankar,5.9,135
"Socorro, Virei uma Garota!",5.3,110
Tarpan: The Salvation,8.6,104
Iruttu,7.2,133
66 Sadashiv,4.8,136
Deadwood: The Movie,7.5,110
Sober Driver,4.1,105
Kalank,3.7,166
Gaddalakonda Ganesh,6.9,130
Gemusetto Machu Picchu,7.9,257
Snow Flower,6.5,125
Executions,3.4,100
Adults in the Room,5.8,124
The Blue Elephant 2,8.6,130
A Dark-Dark Man,6.8,130
The Small Hand,4.1,115
1917,8.6,119
Glass,6.7,129
The Passage,7.1,150
Fagara,7.1,120
Durj,6,110
 Exhibit A,6.6,144
