Name,rating,time_min
The Naked Wanderer,5.9,101
Bastaard,6.3,104
The Science of Fictions,6.6,106
School Life,6.8,111
Fall In Love At First Kiss,5.9,122
 The Last Drive-In with Joe Bob Briggs,8.6,161
Hercai,7.2,120
Pahokee,7.9,110
A Piece of My Heart,6,116
The Translators,6.7,105
Family History,8.1,125
Aurora,6.9,106
Happy Endings Sleepover,5.1,100
Fagara,7.1,120
Yajamana,7.1,164
Pilgrim's Progress,5.2,108
Love Them All,5.3,100
Dulce Familia,4.6,101
The Great Hack,7,114
Iruttu,7.2,133
The Mafia Is No Longer What It Used to Be,7.2,105
Varda by Agnès,7.9,115
18am Padi,6.2,160
When Hitler Stole Pink Rabbit,7.5,119
Mr. Local,3.1,155
Clemency,6.5,113
Persecuted,6.8,102
Frozen II,7.2,103
Goyenda Junior,6.6,117
Cheat,6.7,181
The Two Popes,7.7,125
Tod@s Caen,4.6,120
Digbhayam,9.4,107
Diablo. The race for everything,4.3,106
" I'm a Celebrity, Get Me Out of Here!",6.5,104
"L-DK Hitotsu Yane no Shita, (Suki) ga Futatsu",6.9,107
Mokalik (Mechanic),6.7,100
Ayogya,6.1,146
Sober Driver,4.1,105
Blame Game,6.2,105
She's Just a Shadow,3.7,118
June,7.4,141
All Elite Wrestling: Fyter Fest,7.7,180
To Live to Sing,6.8,105
Animals,6.2,109
WWE Survivor Series,7,205
Scent of My Daughter,7.9,103
Biography: Chris Farley - Anything for a Laugh,8.2,120
A Place Called Hollywood,7.7,100
Chitralahari,7.1,131
Manikarnika: The Queen of Jhansi,6.4,148
Running with the Devil,5.4,100
Thirumanam,6.9,156
Argentina Fans Kaattoorkadavu,4.8,140
The Best of Dorien B.,7.1,107
These Peculiar Days,5.8,101
"Cheer Up, Mr. Lee",7.2,111
Woodstock,7.6,106
Tito,6,106
Ikar. Legenda Mietka Kosza,6.3,110
Como Novio de Pueblo,5.4,121
The Divine Fury,6.1,129
"Someone, Somewhere",6.9,110
Leap of Faith: William Friedkin on The Exorcist,6.9,104
Beware of Children,7.9,157
The Operative,5.6,116
Prolonged Exposure,4.2,108
Kamma Rajyam Lo Kadapa Reddlu,5.8,153
Don't Let Go,6,103
A Violent Separation,5.5,106
Homeless Ashes,7.8,117
Order Order Out of Order,6.2,134
Marghe and her mother,6.9,101
 Critical Role,8.1,224
You Deserve a Lover,6.3,102
Benim Tatli Yalanim,5.8,120
Babru,8.8,124
Love on the Menu,6.9,120
Hebe: The Brazilian Star,6.9,112
Nerkonda Paarvai,8.3,157
Kuthoosi,5.4,134
Ishq,7.6,134
Philophobia,8.2,125
Madhaveeyam,6.4,137
Mallesham,8.5,131
Sevgili Geçmis,6.4,120
UFC 245: Usman vs. Covington,7.6,180
 Britain's Got Talent,6.3,130
Variações: Guardian Angel,7.4,109
House Arrest,5.6,104
Crescendo,6.6,102
Executions,3.4,100
The Lady Improper,4.9,108
Spread Your Wings,7.4,113
Evvarikee Cheppoddu,7.4,133
Defunct,7.6,100
Tolkien,6.8,112
Kissebaaz,7.5,122
Gurkha,4.8,144
Thumbaa,5.9,123
