Name,rating,time_min
J'irai où tu iras,6.1,100
Saga of Tanya the Evil - The Movie,7.6,115
Blame Game,6.2,105
Pattabhiraman,7.3,139
Lisaa,3.4,111
All Elite Wrestling: Full Gear,8.2,180
Rabid,5.1,107
Mukherjee Dar Bou,7.9,127
 Exhibit A,6.6,144
 Country Music,8.4,113
WWE: Extreme Rules,6.9,234
Shadow of Water,6.1,120
The New On Cinema Oscar Special,8.6,150
Prime Day Concert 2019,9.4,120
4 Roses,8.1,100
The Dirty War on the National Health Service,7.6,106
Isa Pa with Feelings,7.8,102
Thai Curry,4.3,127
Khandaani Shafakhana,4.9,136
Jessie,7.1,106
