Name,rating,time_min
When They See Us,9,296
Serial Killer: Devil Unchained,6.2,120
LSS,6.5,104
Tootsies & The Fake,6.1,109
Photograph,6.8,110
Turned Out,6.7,131
Adhyaksha In America,7,156
First Love,7.1,108
La dea fortuna,6.9,114
You Will Die at 20,7.8,103
The Trigger,6.7,100
Fast & Furious Presents: Hobbs & Shaw,6.5,137
The Oscar Nominated Short Films 2019: Live Action,6.7,108
Ali,5,110
Cep Herkülü: Naim Süleymanoglu,8.7,141
12 Suicidal Teens,5.7,117
Sdsdsdsdsdsds,6.8,600
The Painted Bird,7.3,169
Measure for Measure,7.9,107
Hailey Dean Mysteries: Death on Duty,7,120
The Tangle,7.3,105
Jada,7.7,132
Jumanji: The Next Level,7,123
Seberg,4.7,102
Blind Spot,5.8,104
Dhanusu Raasi Neyargalae,4.9,121
Rabb Da Radio 2,7.6,129
Valley of the Gods,6.2,131
Manje Bistre 2,5.8,125
Sangathamizhan,3.5,147
Ladrões de Tuta e Meia,5.4,106
The Door,6.6,110
Thaala,7.6,120
De De Pyaar De,6.6,135
Love in Kilnerry,9.9,100
Me llevarás en ti,6.1,125
Mr. Local,3.1,155
Blow It to Bits,6.9,109
Tara Mira,6.6,120
Uyare,8.1,125
Beers of Joy,8.4,118
Executions,3.4,100
Android Kunjappan Ver 5.25,8.6,140
The Great War of Archimedes,6.9,130
The Young Cannibals,3.6,100
The Shamer's Daughter 2 - The Serpent Gift,5.7,103
From Miyamoto To You,8.1,129
Lakshmi's NTR,7.1,152
NTR Kathanayakudu,5.7,169
You Shine in the Moonlight,6.7,101
 The Last Drive-In with Joe Bob Briggs,9.3,133
The Trayvon Hoax: Unmasking the Witness Fraud that Divided America,6.4,120
The Witness,6.7,128
 American Idol,8,128
The Inventor: Out for Blood in Silicon Valley,7.1,119
The Art of Self-Defense,6.7,104
Toss It,6.1,115
Wedding Cha Shinema,7.4,137
Invisible,7,102
La bronca,7,103
The Obituary of Tunde Johnson,7.5,104
Letters from Antarctica,8,110
Ask Aglatir,6.3,120
Woodstock,7.6,106
Lost Transmissions,7.1,105
WWE Hell in a Cell,4.8,197
Busby,6.7,102
The 61st Annual Grammy Awards,5.4,164
Mathu Vadalara,8.5,130
Wira,7.1,109
Journey to China: The Mystery of Iron Mask,4.6,120
Evvarikee Cheppoddu,7.4,133
Chopsticks,6.4,100
The Art of Racing in the Rain,7.5,109
Triple Frontier,6.5,125
Long Shot,6.9,125
Olessia,8.4,120
Just a Stranger,7,117
The Personal History of David Copperfield,5.6,119
Tremors,7,107
The Secret Mission,6,135
Aame,6.3,143
 Exhibit A,6.2,144
One Winter Night,6.4,130
"Someone, Somewhere",6.9,110
Dosti ke side effects,3.7,130
Roast José Castelo Branco,5,120
True History of the Kelly Gang,6.6,124
WWE Elimination Chamber,6.9,197
Season of Love,8.1,105
Until I Meet September's Love,6.4,106
Solid Gold,5.5,140
Darlin',4.9,100
The Cave,8.3,107
How to Marry A Millionaire,4.6,104
Pharaoh's War,5.4,110
"Spring, Again",6.5,104
 WWE Raw,6,190
Devarattam,4.1,140
Little Joe,5.9,105
