Name,rating,time_min
Monster,6.8,139
Kanchanjangha,8.7,100
And the Oskar Goes To..,7.4,124
The Ghost Who Walks,4.5,106
Queen Marie of Romania,8,110
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,6.3,100
Black Money,6.5,113
Patrick,6,103
De De Pyaar De,6.6,135
Stitches,7.2,105
Negative Numbers,8.3,110
Finals,7.8,122
Dorasaani,6.2,130
Gini Helida Kathe,9.2,138
Pilgrim's Progress,5.2,108
The Weasel's Tale,7.3,129
Motichoor Chaknachoor,5.9,150
RDX Love,3.3,145
The Translators,6.7,105
Marjaavaan,3.9,152
