Name,rating,time_min
Kuzgun,7.9,120
Knives Out,8.1,130
Meeku Maathrame Chepta,6.1,120
 Country Music,8.7,111
Resistance,6.8,122
Simba,5.7,131
Pailwaan,6.5,166
Nun's Deadly Confession,3.2,116
The Turkey Bowl,7.7,120
Downton Abbey,7.5,122
The Great War,3.6,108
Amar,5.4,132
The Cure: Anniversary 1978-2018 Live in Hyde Park,8.5,137
Chorar de Rir,5.9,104
The Demonologist,5.9,100
Milan Talkies,5.1,141
Shah Jahan Regency,6.4,156
The Cardinal,8.4,100
Where We Belong,7.4,130
Kanchanjangha,8.7,100
Aquile Randagie,6,100
Detective Conan: The Fist of Blue Sapphire,6.2,110
The Death and Return of Superman,6.6,166
WWE Crown Jewel,5.5,216
42nd Street: The Musical,8,155
Goodbye Mother,8,106
 Blood & Treasure,7.5,120
Five Feet Apart,7.2,116
Nina Wu,6.5,102
 Transparent,6.5,102
RiffTrax LIVE! Octaman,8.2,120
Arjun Suravaram,8,108
Tusta,8.1,109
Clemency,6.5,113
WWE Survivor Series,7,205
Stained,3.3,102
Seven,5.2,117
Valhalla,7.2,105
Almost a Miracle,6.4,120
Gipsy Queen,7.4,117
Seberg,4.7,102
Inmate Zero,6.9,106
Chernobyl: Zona otchuzhdeniya,4.7,101
Rumah Kentang: The Beginning,5.2,102
The World We Make,4.9,108
You Deserve a Lover,6.3,102
F2: Fun and Frustration,6.3,148
Shusenjo: The Main Battleground of the Comfort Women Issue,7,120
Bird Talk,5.5,138
Sons of Denmark,6.6,123
All Elite Wrestling: Fyter Fest,7.7,180
Aasta täis draamat,8.4,106
Bombairiya,4.4,104
Ottam,7.7,120
Manikarnika: The Queen of Jhansi,6.4,148
Rustum,5.5,128
Lucifer,7.5,175
Tek Yürek,7.6,120
One Piece: Stampede,8.1,101
Only the Animals,6.5,117
Synonyms,6.7,123
Halka,8.8,120
Athiran,6.8,135
Özgür Dünya,2.3,122
Vinaya Vidheya Rama,3.3,146
She's Just a Shadow,3.7,118
Are You Afraid of the Dark?,7.2,132
Lucy in the Sky,4.6,124
The Fighting Preacher,5.3,100
Rosebud,6,126
Flatland,5.9,117
The Collini Case,7.2,123
Jhalle,7.4,129
The Informer,6.5,113
Action,4.3,158
Dragon Quest: Your Story,4.3,103
Miss Virginia,5.4,102
Hit-and-Run Squad,5.4,133
Como Caído Del Cielo,6.3,112
Wedding at Graceland,6,120
Fabulous,7.4,112
The Blood of God,8.8,127
Aruvam,4.4,128
Shoot the Moon,9.3,123
Bell Bottom,8.7,130
Sweetness in the Belly,6.2,110
Kalank,3.7,166
Madonna and the Breakfast Club,6.6,105
Doorbeen,5.7,126
The Small Hand,4.1,115
Kia and Cosmos,6.7,123
Depraved,5,114
Eftyhia,8.2,123
The Lodge,6.7,100
"Cheer Up, Mr. Lee",7.2,111
Girlz,4.1,153
The Aftermath,6.3,108
Bypass Road,6.3,137
Homecoming: A Film by Beyoncé,7.4,137
The Gambler,5.7,121
