Name,rating,time_min
Kabir Singh,7.2,173
Lakshmi's NTR,7.1,152
Captain Marvel,6.9,123
Trace of Blood,6.5,125
Knives and Skin,5.2,111
Mamangam,7.8,157
Android Kunjappan Ver 5.25,8.6,140
Between Me and My Mind,7.6,100
Rustum,5.5,128
In the Heart of the World,7.2,121
The Rise of Jordan Peterson,8.1,112
White on White,6.4,100
Gutterbug,7.8,101
The Piketon Family Murders,6.3,120
Dem Horizont so nah,6.8,109
Mudda 370 J&K,9.5,132
The New On Cinema Oscar Special,8.6,150
Dev,4.8,157
Manoharam,7,122
 Country Music,8.3,114
