Name,rating,time_min
Marghe and her mother,6.9,101
Alice and the Mayor,6.6,103
Rapid Eye Movement,4.2,108
Lakshmi's NTR,7.1,152
ABCD: American-Born Confused Desi,5.9,145
Breakthrough,6.2,116
Chorar de Rir,5.9,104
Notebook,6.8,115
Mr. Local,3.1,155
The Young Cannibals,3.6,100
Bloodlust Beauty,5.6,116
The Traitor,7.2,145
Queen of Drags,6.4,100
Golden Youth,4.9,118
UFC 244: Masvidal vs. Diaz,7.7,180
Madhuraraja,7,147
Durgeshgorer Guptodhon,6.6,133
Thai Curry,4.3,127
Pahokee,7.9,110
Matthias & Maxime,6.8,119
