Name,rating,time_min
Killing Sarai,6.3,106
Paradise Next,5.7,100
Kapan,3.9,116
Ali,5,110
Miss Virginia,5.4,102
Shanghai Fortress,4.2,107
Vinci Da,7.3,117
Leaving Neverland,7,240
Tennis Buddies,5.7,153
The Wandering Earth,6,125
Tara Mira,6.6,120
Kurukshetra,7.2,185
Odessa,6.2,130
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,7.3,100
i1,8.9,120
All Elite Wrestling: All Out,8.3,180
Frankie,5.5,100
Les Misérables: The Staged Concert,8.7,170
Halston,6.7,105
 Britain's Got Talent,6.3,130
Iruttu,7.2,133
Expedition Unknown: Egypt Live,8.3,120
Murder in the Bayou,7.2,272
The Sun Is Also a Star,5.7,100
Parey Hut Love,6.9,139
Geran,7.5,101
My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,8.8,104
Inseparable Bros,7.1,114
Serenity,5.3,106
Charlie Chaplin 2,3.7,128
A Midsummer Night's Dream,8.6,180
Negative Numbers,8.3,110
Ruby Herring Mysteries: Silent Witness,6.3,120
 Country Music,8.5,114
When They See Us,9,296
System Crasher,8.1,118
Jojo Rabbit,8,108
Kursun,7.4,120
Gemusetto Machu Picchu,7.9,257
"Where'd You Go, Bernadette",6.5,109
Made in Abyss: Journey's Dawn,7.1,139
Thottappan,7.5,140
Are You Afraid of the Dark?,7.2,132
Super 30,8.1,154
Hercai,7.2,120
Velvet Buzzsaw,5.7,113
The Nest,6.3,107
Phil,5.5,106
The Conquest of Siberia,5.6,108
Aktivistit,5.6,154
The Accidental Prime Minister,6.1,112
Idol,5.7,144
Cirku Fluturues,4,115
"Oh, Ramona!",4.9,109
Tunnelen,7,105
Diego Maradona,7.7,130
In Search of Darkness,8.5,260
90 Feet from Home,7.3,126
Pilsudski,5.1,108
Kaaviyyan,4.2,109
From Miyamoto To You,8.1,129
Ema,6.7,102
The Oscars,5.2,156
Mope,6,105
Prayers to the Gods of Guerrilla Filmmaking,8.4,121
Ölü Yatirim,8.7,106
Only the Animals,6.5,117
Kanchanjangha,8.7,100
 The Last Drive-In with Joe Bob Briggs,9.3,133
Radioflash,4.5,103
Advocate,7.2,114
Crescendo,6.6,102
The Black Godfather,7.5,118
Shapludu (Bengali),7.8,139
Munthiri Monchan,9.4,130
Love Under the Rainbow,6.6,120
Brochevarevarura,8,138
The Oscar Nominated Short Films 2019: Live Action,6.7,108
The Beast,5.3,130
The Kid Who Would Be King,6,120
Jackpot,5.3,142
The Lion King,7,118
Kanne Kalaimane,6.4,128
Slayer: The Repentless Killogy,6.8,131
Adithya Varma,6.9,168
The Art of Racing in the Rain,7.5,109
Divaldo: O Mensageiro da Paz,8.6,119
America's Got Talent: The Champions,6.9,120
Sister of the Bride,6,120
Sound of Metal,6.6,130
Half-Sister,6.6,105
Alma de Héroe,7.5,120
Sweater,7.3,118
Kurier,5.6,114
Jhol,8.6,112
Capitani,8.5,312
Hunting for Hedonia,7.1,100
1989 - A Spy Story,6.9,120
Shakira in Concert: El Dorado World Tour,8.6,122
Pharaoh's War,5.4,110
Amsterdam Vice,6.8,113
Mogra Phulaalaa,7.2,136
Kolaigaran,7.2,109
Bala,7.7,133
Upstarts,6.7,112
Twivortiare,5.7,103
Happy Death Day 2U,6.2,100
Verdict,6.7,126
Ikkayude Shakadam,4.2,100
Kataksha,7.6,100
Bruder Schwester Herz,5.4,105
The German Lesson,7.4,130
Nuvvu Thopu Raa,6.9,150
The Clerk,6.5,105
Unbreakable,6.8,119
Vourate Geitonoi,6.9,135
Hikaru Utada: Laughter in the Dark Tour 2018,8.6,141
The Last,4.2,123
Metallica & San Francisco Symphony - S&M2,8.8,150
Eye for an Eye,6.9,107
Alice,7.2,103
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,6.3,100
One Night,6.9,123
Dosti ke side effects,3.7,130
Dora and the Lost City of Gold,6,102
Thirumanam,6.9,156
Kuttymama,5.4,134
Prime Day Concert 2019,9.4,120
Integrity,5.5,114
Dancing Elephant,5.6,114
Ninnu Thalachi,7.9,138
Downton Abbey,7.5,122
Mamangam,7.8,157
Babysplitters,8.5,119
"The Gangster, the Cop, the Devil",6.9,109
Once Were Brothers: Robbie Robertson and the Band,6.7,100
Burning Ghost,6.3,104
Mister T.,6.4,103
The Good Liar,6.6,109
Trick,5,100
Abstruse,8.6,117
General,3.8,145
You Shine in the Moonlight,6.7,101
Jay and Silent Bob Reboot,6.4,105
The Inbetweeners: Fwends Reunited,4.3,120
Firebrand,5.1,116
Tazza: One-Eyed Jack,5.7,139
Order Order Out of Order,6.2,134
A mano disarmata,6,107
The Island of Cats,7.1,103
The Two Popes,7.7,125
Mallesham,8.5,131
Kabir Singh,7.2,173
Ajvar,7.7,107
Kanchana 3,4.2,164
The Spy,6.9,110
Jack & Daniel,4.7,156
The Cardinal,8.4,100
Article 15,8.2,130
Vennila Kabaddi Kuzhu 2,5.2,142
 WWE Smackdown!,6.4,120
Wedding at Graceland,6,120
Brother in Love,7.1,115
The Zoya Factor,4.3,134
Rabid,5.1,107
Midnight Diner,4.9,103
Roast Ljubomir Stanisic,6.6,120
Como Novio de Pueblo,5.4,121
Piranhas,6.6,105
Madhuraraja,7,147
Ranarangam,6,138
After,5.4,105
Milan Talkies,5.1,141
Sea of Shadows,7.5,105
Hell on the Border,5.6,106
Little White Lies 2,6.5,135
In the Tall Grass,5.4,101
The Battle: Roar to Victory,5.3,135
Rising Free,7.6,109
Girl/Girl Scene,2.4,122
 American Idol,8,128
Rumah Kentang: The Beginning,5.2,102
Midway,6.9,138
Manoharam,7,122
Out of Liberty,4.5,111
Two Blue Stripes,8.1,113
Adults in the Room,5.8,124
Azize,7.2,120
Everybody's Everything,7,116
Winter After Winter,6.4,110
War of Art,7.4,102
BoBoiBoy Movie 2,7.9,120
Dwelling in the Fuchun Mountains,7.1,150
Tod eines Mädchens 2: Die verschwundene Familie,6.4,180
Uri: The Surgical Strike,8.4,138
The Immortal Wars: Resurgence,2.4,112
Black and Blue,5.9,108
UFC 241: Cormier vs. Miocic,8.5,180
Promare,7.3,111
Bebas,7.6,119
Rayalaseema Love Story,7.4,154
Zhagaram,6.6,113
Vitalina Varela,7.4,124
Meeku Maathrame Chepta,6.1,120
Placa de Acero,5.7,101
Eurovision Song Contest Tel Aviv 2019,7.1,251
Schattenmoor,4.1,102
Rate Your Date,5.4,110
Five Feet Apart,7.2,116
All Elite Wrestling: Double or Nothing,8.6,180
"A Pleasure, Comrades!",5.8,105
Military Wives,7.1,110
Mirreyes contra Godinez,5.2,109
The Miracle of the Sargasso Sea,5.7,121
First Love,7.1,108
The Captain,6,111
Uncut Gems,8,135
Gully Boy,8.2,153
Homme Fatale,6.2,110
Raising Kratos,7.8,115
Sweethearts,6,107
Kuessipan,7.4,117
Queen of Hearts,7.3,127
Vijayaba Kollaya,6.9,136
Very Ralph,7,108
Kamma Rajyam Lo Kadapa Reddlu,5.8,153
The Battle of Jangsari,5.9,104
Cosmic Candy,5.7,100
Mylene Farmer 2019 - The Film,8.5,134
The Family,6.4,249
WWE Crown Jewel,5.5,216
Heroic Losers,7.7,116
"Mole de Olla, receta Original",6.5,105
Our Planet,9.3,403
The Divine Fury,6.1,129
Ke Tumi Nandini,6.8,138
Nina Wu,6.5,102
BTK: A Killer Among Us,6.9,120
Gantumoote,8.3,115
Nedunalvaadai,7.6,120
"Little Nights, Little Love",7.2,119
1800 gramów,5.7,100
Kumbalangi Nights,8.6,135
Invisible Life,8.1,139
Lat Mat 4: Nha Co Khach,5.9,100
Romang,7.7,112
1994,8.4,251
Mikhael,5,150
Swoon,6.1,104
The August Virgin,6.9,125
The Death of Dick Long,6.3,100
iSmart Shankar,5.8,140
The Irishman,8.1,209
Full Count,5.6,110
"April, May en June",6.6,117
Sathyam Paranja Viswasikuvo,6.8,130
Blinded by the Light,6.9,118
Spread Your Wings,7.4,113
Aghavan,6.6,158
Leap of Faith: William Friedkin on The Exorcist,6.9,104
