Name,rating,time_min
 Country Music,8.4,113
Madre,7,128
No. 7 Cherry Lane,5.2,125
Sons of Denmark,6.6,123
Spider-Man: Far from Home,7.6,129
 Transparent,6.5,102
Bailampudi,7.4,115
Junglee,5.3,115
Wings Over Everest,5,110
Boi,4.8,110
The Reliant,4,140
Total Dhamaal,4.3,130
The Passage,7.1,150
All About Yves,5.7,107
Zenská na vrcholu,4.9,107
Hum chaar,5.6,143
UFC 241: Cormier vs. Miocic,8.5,180
Collision,6.8,117
An Almost Ordinary Summer,6.5,100
Windstorm 4: Ari's Arrival,5.6,102
American Criminal,7.6,100
 The Last Drive-In with Joe Bob Briggs,8.6,141
Present.Perfect.,6.7,124
Another Cinema Snob Movie,6.3,109
 Exhibit A,6.2,144
Halston,6.7,105
Hellboy,5.2,120
The Captain,6,111
Queen & Slim,7,132
Sons of Rizk 2,7.4,103
Adithya Varma,6.9,168
Pattabhiraman,7.3,139
Kalidasa Kannada Meshtru,8.7,124
Bento Harassment,7.3,106
"Seven Worlds, One Planet",9.5,407
Moonlit Winter,7.4,105
Pavarotti,7.5,114
Annabelle Comes Home,5.9,106
100,6.6,141
Suursuz Ask,7.9,108
Birbal Trilogy,8.7,163
Çiçero,6.6,126
Janamaithri,6.4,122
NXT UK TakeOver: Blackpool,7.8,159
Citizen K,6.1,126
Kala Shah Kala,7.5,140
Marudhar Express,5.8,106
"Mektoub, My Love: Intermezzo",3.9,212
 WWE Smackdown!,6.4,120
Madhuraraja,7,147
 The Last Drive-In with Joe Bob Briggs,9,111
The Kid Who Would Be King,6,120
Vitalina Varela,7.4,124
Hearts and Bones,7.1,111
Advocate,7.2,114
Bypass Road,6.3,137
 20/20,7.6,120
Friends 25th: The One With The Anniversary,3.1,105
Rising Free,7.6,109
The Wild Goose Lake,6.9,113
Aakashaganga II,3.2,142
All Elite Wrestling: Double or Nothing,8.6,180
She's Missing,3.9,100
Amigo de nadie,7,105
Anandi Gopal,8.9,134
The Creatress,4.5,110
Dolemite Is My Name,7.3,118
Darlin',4.9,100
Wish Man,7.1,107
Commitment,4.3,135
Thumbaa,5.9,123
Kalank,3.7,166
Devi 2,3.7,125
 Under Suspicion,7.5,104
Mope,6,105
Gholamreza Takhti,6.6,113
Jhootha Kahin Ka,4.8,133
Il primo Natale,5.6,100
Super 30,8.1,154
Quick,7.2,122
#Jowable,7.9,104
No soy tu mami,4.8,108
Into the Labyrinth,6.2,130
Kabir Singh,7.2,173
Battalion 609,4.2,131
I Am Mother,6.8,113
When the Moon Was Full,6.7,131
22 Yards,5.3,126
Student of the Year 2,2.5,146
The King's Letters,5.5,110
Satellite Shankar,5.9,135
See You Soon,4.8,107
The Trigger,6.7,100
Homecoming: A Film by Beyoncé,7.4,137
BoBoiBoy Movie 2,7.9,120
The Truth,6.6,106
Golden Youth,4.9,118
Connect,5.1,104
Kaithi,8.6,145
"Sick, Sick, Sick",5.2,104
