Name,rating,time_min
Yajamana,7.1,164
Isa Pa with Feelings,7.8,102
Bhai - Vyakti Ki Valli,8.4,153
Pacified,7.5,100
The (Silent) War,6.3,121
Gaddalakonda Ganesh,6.9,130
Halka,8.8,120
Vijay Superum Pournamiyum,7.2,135
Raatchasi,7.3,134
Pelican Blood,5.9,121
The Halt,6.7,276
Evim,7.6,120
Breakthrough,6.2,116
Little Baby,9,105
My Santa,7.8,153
WWE Hell in a Cell,4.8,197
India's Most Wanted,4.4,123
In the Shadow of the Moon,6.2,115
Looking Up,6.1,147
Shankar Mudi,7.2,110
Rakshasudu,8.4,122
Petta,7.3,171
A mano disarmata,6,107
A Dose of Happiness,8.5,100
Miss Bala,5.7,104
Birbal Trilogy,8.7,163
Ratne Price Sa Kosara,9,107
Invisible Life,8.1,139
Guna 369,6.3,146
 WWE Raw,6.2,180
This Is Personal,6.1,105
Soothrakkaran,4.5,147
Union Bound,3.9,103
Dancing Elephant,5.6,114
Polityka,3.5,134
From Miyamoto To You,8.1,129
Stories of the Dead - Die Farm,3.9,107
The Knight of Shadows: Between Yin and Yang,4.9,109
Surkhi Bindi,7.7,128
Soeurs d'armes,5.7,112
Kurier,5.6,114
Slayer: The Repentless Killogy,6.8,131
Technoboss,6.1,112
Heavenly Deposit,8,102
Bastaard,6.3,104
Io sono Mia,7.1,100
National Theatre Live: I'm Not Running,7.6,160
Natasaarvabhowma,7,157
Gay Chorus Deep South,7,100
Sheep Without a Shepherd,6.7,112
The Juror,6.8,114
Nöbet,7.4,120
The Inventor: Out for Blood in Silicon Valley,7.1,119
Ölü Yatirim,8.7,106
Bigil,7.1,179
Baba,9.2,122
Gundala,7.5,123
Pilsudski,5.1,108
Nadhoo Khan,4.4,136
System Crasher,8.1,118
The Panti Sisters,7,108
Delirijum tremens,7.7,112
The Ruthless,6.3,111
 Exhibit A,6.6,144
Kinky Boots: The Musical,8,135
Mio fratello rincorre i dinosauri,6.8,101
Blind Spot,5.8,104
118,6.7,120
Antologi Rasa,7.2,108
The Room,6,100
Sdsdsdsdsdsds,6.8,600
Ip Man 4: The Finale,7.5,105
Guvercin,6,120
O Amor Dá Trabalho,5.9,100
Quero-te Tanto!,4.9,103
No Filter,6.2,100
Mallesham,8.5,131
Defunct,7.6,100
Saili,8.5,140
In Spring Breeze,7.7,136
Hailey Dean Mysteries: A Prescription for Murder,7.2,120
The Blonde One,7.9,108
Flower Boy,8.9,106
Kolaigaran,7.2,109
Hercai,7.2,120
Holiday for Heroes,7.1,120
"The Gangs, the Oscars, and the Walking Dead",7.1,105
Sweetness in the Belly,6.2,110
Charlie's Angels,4.1,118
The World We Make,4.9,108
1994,8.3,251
Clemency,6.5,113
Parthenon,6.4,119
Belle Epoque,7.6,115
Eternal Code,6.3,105
Durgeshgorer Guptodhon,6.6,133
90 Feet from Home,7.3,126
Be Happy!,3.4,105
Romulus & Remus: The First King,6.7,123
Midway,6.9,138
