Name,rating,time_min
Mr. Osomatsu the Movie,7.3,108
Matthias & Maxime,6.8,119
Monster,6.8,139
Wild League,5,111
True Justice: Bryan Stevenson's Fight for Equality,7.9,102
The Operative,5.6,116
The Mafia Is No Longer What It Used to Be,7.2,105
"Out of Sight, Out of Mind",5.5,131
Avane Srimannarayana,8.2,174
Shantilal O Projapoti Rohoshyo,6.4,103
Trick,5,100
The Viking War,5.8,103
Fastey Fasaatey,5,119
Exatlon Hungary,3.8,120
Brochevarevarura,8,138
Mushkil,5,130
Curiosa,5.4,107
Radioflash,4.5,103
Cherry Blossoms and Demons,5.5,115
The Wall,6.4,300
