Name,rating,time_min
In the Heart of the World,7.2,121
Hero - Inspired by the Extraordinary Life & Times of Mr. Ulric Cross,8,111
The Entity,6.1,114
Jhalle,7.4,129
 Under Suspicion,7.5,104
Saheb,5.9,142
 American Masters,8.6,115
The Mortuary Collection,7.6,108
Turnover,8.8,123
Lucifer,7.5,175
Chopsticks,6.4,100
Mentalno razgibavanje,9.4,105
Homecoming: A Film by Beyoncé,7.4,137
Love and Run,6.4,101
Simba,5.7,131
Der letzte Bulle,5.7,100
Magamuni,8,156
Spies in Disguise,6.8,102
Janamaithri,6.4,122
0.0 Mhz,4.6,101
Glass,6.7,129
Muklawa,5.9,112
My Thoughts Are Silent,8.2,104
The Battle: Roar to Victory,5.3,135
Barabbas,6,117
Strawberry Flavored Plastic,4.7,107
Fatteshikast,8.5,153
 Transparent,6.5,102
The Professor and the Madman,7.3,124
"Out of Sight, Out of Mind",5.5,131
Two Blue Stripes,8.1,113
Come As You Are,8.2,106
The Christ Slayer,4.8,115
Durj,6,110
Roast José Castelo Branco,5,120
Woman,7.9,105
Moonlit Winter,7.4,105
Chasing the Dragon II: Wild Wild Bunch,5.8,101
Vaarthakal Ithuvare,9.7,121
Password,6.8,138
Richard Jewell,7.7,131
The Small Hand,4.1,115
UFC 245: Usman vs. Covington,7.6,180
School Life,6.8,111
Cash Nexus,6.5,135
Action,4.3,158
The Devil Next Door,7.6,229
Doraemon: Nobita's Chronicle of the Moon Exploration,6.7,111
Depraved,5,114
Love on the Menu,6.9,120
Brexit Behind Closed Doors,7.7,118
Hellboy,5.2,120
The Death and Return of Superman,6.6,166
Devaki,6.9,129
Pilgrim's Progress,5.2,108
Rajdooth,6.9,130
Mallesham,8.5,131
Out in the Open,6.9,103
Arjun Suravaram,8,108
Dwelling in the Fuchun Mountains,7.1,150
Connect,5.1,104
The Movies,7.9,120
Elise,7.2,105
Just One More Kiss,7.3,100
I Love Us,5.7,180
Holiday Hearts,6.6,120
Amigo de nadie,7,105
Brother in Love,7.1,115
Les Misérables: The Staged Concert,8.7,170
Executions,3.4,100
Exit,7.1,103
The Aeronauts,6.6,100
Tootsies & The Fake,6.1,109
A Girl Missing,6.7,111
Walpurgisnacht,6.1,180
Lunana: A Yak in the Classroom,8.4,110
The 23,7.1,101
UFC 244: Masvidal vs. Diaz,7.7,180
Tall Tales,7.3,112
Immenhof - Das Abenteuer eines Sommers,5.8,105
A Witness Out of the Blue,6,104
 Critical Role,7.9,248
Wira,7.1,109
The Mayor of Rione Sanità,5.5,115
Teacher,7.1,100
Chhichhore,8.1,143
Halston,6.7,105
Quero-te Tanto!,4.9,103
System Crasher,8.1,118
The Chronicle Mysteries: The Wrong Man,6.9,120
 Britain's Got Talent,6.3,130
Heavens to Betsy 2,6.6,110
Avengers: Endgame,8.5,181
Ulta,9.6,123
Cosmic Candy,5.7,100
Once Upon a Time... in Hollywood,7.8,161
Kinky Boots: The Musical,8,135
The Aftermath,6.3,108
Her Yerde Sen,6.5,120
Leaving Afghanistan,5.6,113
