Name,rating,time_min
We Are Gold,6.2,100
Girlz,4.1,153
Richard Jewell,7.7,131
Afili Ask,6.5,120
Girl/Girl Scene,2.4,122
Vantha Rajavathaan Varuven,3.8,154
Pahokee,7.9,110
Nuvvu Thopu Raa,6.9,150
Sin,7,134
School-Live!,5.7,101
Kasablanka,6.6,105
Praana,8.6,107
The Wandering Earth,6,125
In the Tall Grass,5.4,101
Luce,6.8,109
Laal Kaptaan,7.3,155
Saga of Tanya the Evil - The Movie,7.6,115
Miracle in Cell No. 7,7.5,120
Uncut Gems,8,135
 The Last Drive-In with Joe Bob Briggs,8.9,126
Inmate #1: The Rise of Danny Trejo,9.1,107
Hum chaar,5.6,143
When They See Us,9,296
Alive,5.9,100
A Beautiful Day in the Neighborhood,7.7,109
Romulus & Remus: The First King,6.7,123
Dhilluku Dhuddu 2,5.3,119
The Divine Fury,6.1,129
The Reliant,4,140
July Kaatril,6,162
Mylene Farmer 2019 - The Film,8.5,134
The Movies,7.9,120
Flower Boy,8.9,106
3 from Hell,5.6,115
The Legend of Hei,7,101
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,7.3,100
Blame Game,6.2,105
Perfect Feet,7.6,101
Twice Upon a Time,6.2,192
Witches of Salem,6.9,168
QT8: The First Eight,7.3,103
Enigma,8.6,100
Sullu,6.5,102
Mr. Majnu,6,145
Sangkar,7.4,112
Hebe: The Brazilian Star,6.9,112
In the Heart of the World,7.2,121
And All Their Men,7.5,108
Madhaveeyam,6.4,137
Pharaoh's War,5.4,110
The Accidental Prime Minister,6.1,112
Synapses,6.9,116
Our Wonderful Lives,6.8,117
The Last Black Man in San Francisco,7.4,121
Resistance,6.8,122
Modern Day Slavery,9.1,110
Tokyo Ghoul: 'S' (Tokyo guru 'S'),6.6,101
Panchatantra,5.7,138
Chernobyl: Zona otchuzhdeniya,4.7,101
Biography: The Trump Dynasty,6.4,258
Terlalu Tampan,7.1,106
Zalim Istanbul,6,120
Rumput Tetangga,7.8,104
The Protector,5.3,126
Janamaithri,6.4,122
Ardab Mutiyaran,7.2,138
Sweetness in the Belly,6.2,110
100,6.6,141
Tony,3.3,109
NTR Kathanayakudu,5.7,169
Hero - Inspired by the Extraordinary Life & Times of Mr. Ulric Cross,8,111
The Weasel's Tale,7.3,129
Beach Road Chetan,8.5,137
Nashibvaan,7.3,128
Kardec,6.2,110
June,7.4,141
The Balkan Line,6.7,130
Son-Mother,7.7,102
Antigone,8,109
Albert Pinto Ko Gussa Kyun Aata Hai?,5.1,100
Hercai,7.2,120
The Domain,6.9,166
The Edge of Democracy,7.4,121
Kalki,4.7,141
We Are Legends,5.1,108
White As Snow,5.3,112
Leaving Neverland,7,240
De Belofte van Pisa,6.8,105
Olessia,8.4,120
Minha Fama de Mau,6.4,116
The Faceless Man,5.1,106
Stained,3.3,102
Underdog,5.7,116
Patham Classile Pranayam,9.5,121
Queen of Drags,6.4,100
Bruder Schwester Herz,5.4,105
Thanneermathan Dinangal,8.1,136
The Two Popes,7.7,125
Motichoor Chaknachoor,5.9,150
The Lion King,7,118
