Name,rating,time_min
Porinju Mariyam Jose,7,148
Jabariya Jodi,4.2,125
"Live Twice, Love Once",7.3,101
Motichoor Chaknachoor,5.9,150
Shakira in Concert: El Dorado World Tour,8.6,122
Kalki,7.2,140
Ossan's Love: Love or Dead,6.6,114
Tritio Adhyay,8.9,105
After Met You,7.9,107
Tod@s Caen,4.6,120
National Theatre Live: All My Sons,8.5,165
Eurovision Song Contest Tel Aviv 2019: First Semi-Final,7.2,133
An Innocent Kiss,6.5,111
Twivortiare,5.7,103
143 Sahara Street,7.2,100
Star Wars: Episode IX - The Rise of Skywalker,6.9,142
Ahaa Re,8.5,150
Helen,7.8,117
Brother in Love,7.1,115
Whistleblower,6.9,119
