Name,rating,time_min
Lunana: A Yak in the Classroom,8.4,110
Batla House,7.3,146
"A White, White Day",7.2,109
 Every Frame A Pause,8.4,337
NXT TakeOver: Toronto,8.2,180
Kathanam,3.8,117
Happy Sardar,6.3,153
Mr. KK,5.7,121
Almost a Comedy,6.5,111
1994,8.3,251
Lost Transmissions,7.1,105
Hailey Dean Mysteries: Killer Sentence,7.1,120
See You Soon,4.8,107
Thamaasha,7.9,120
Isa Pa with Feelings,7.8,102
 The Bachelor,6,126
One Day: Justice Delivered,6.5,124
Fabulous,7.4,112
No Filter,6.2,100
63 Up,8.2,180
