Name,rating,time_min
 Survivor,7.6,114
Nalpathiyonnu,7.2,134
Gloria Mundi,5.9,106
Marjaavaan,3.9,152
The Body Remembers When the World Broke Open,6.7,105
Tlamess,6.1,120
William Tecumseh Sherman: Beyond the March to the Sea,7.1,115
The Elder One,8.1,125
Lady and the Tramp,6.3,103
Non ci resta che il crimine,6,102
It Takes a Lunatic,6.5,126
"Out of Sight, Out of Mind",5.5,131
Expedition Unknown: Egypt Live,8.3,120
Khayal Maata,5.1,125
Marshal,7.8,143
Varda by Agnès,7.9,115
WWE Elimination Chamber,6.9,197
The Door,6.6,110
Polar,6.3,118
Perfect Feet,7.6,101
