Name,rating,time_min
Biography: Chris Farley - Anything for a Laugh,8.2,120
Driving Licence,7.7,135
Abou Leila,6,135
La lutte des classes,6,103
Anna,6.6,119
John Wick: Chapter 3 - Parabellum,7.5,131
Slugi wojny,5,110
Tottaa Pataaka Item Maal,8,107
Lillian,7.2,130
Wish Man,7.1,107
In Search of the Dead,9.5,127
The Faceless Man,5.1,106
Rameshan Oru Peralla,7.8,120
No Longer Human,6.7,120
438 Days,7.4,124
Extraordinary: The Seeding,5.2,105
Zombie,3.7,129
Upstarts,6.7,112
Detention,7.5,102
Liberi di scegliere,6.2,126
