Name,rating,time_min
Happy Endings Sleepover,5.1,100
The Sunlit Night,6.7,106
P Se Pyaar F Se Faraar,8,131
Khandaani Shafakhana,4.9,136
The Warden,7.4,100
Aakashaganga II,3.2,142
Kaappaan,6.5,166
The Tashkent Files,7.9,134
Leaving Neverland,7,240
Standing Up for Sunny,7.5,105
Sillu Karuppatti,8.9,153
Kuessipan,7.4,117
Adoring,6.7,108
Manikarnika: The Queen of Jhansi,6.4,148
Cliffs of Freedom,6.4,137
"Spring, Again",6.5,104
Chasing the Moon,8.6,360
Palau the Movie,4.6,120
Mao Zedong 1949,4.7,140
 All Elite Wrestling: Dynamite,7.7,100
