Name,rating,time_min
Pelican Blood,5.9,121
Saga of Tanya the Evil - The Movie,7.6,115
Almost a Comedy,6.5,111
Surviving R. Kelly,7.6,360
The Dead Don't Die,5.5,104
The Favorite,6.1,108
 Transparent,6.5,102
Detective Conan: The Fist of Blue Sapphire,6.2,110
Oil in the Blood,6.2,130
Instinct,6.4,108
Hailey Dean Mysteries: Killer Sentence,7.1,120
Super Deluxe,8.4,176
Kak ya stal russkim,4.4,100
The Endless Trench,7.8,147
Pity the Lovers,7.8,105
Madonna and the Breakfast Club,6.6,105
Sefirin Kizi,6.4,120
Phil,5.5,106
Ich war noch niemals in New York,5.7,128
Turnover,8.8,123
Password,4.7,137
Tolkien,6.8,112
Dropa,3.9,101
The Translators,6.7,105
Into the Labyrinth,6.2,130
Shankar Mudi,7.2,110
My Daughter's Ransom,5.4,120
Our Ladies,7.9,105
The Singer,5.4,107
Ghost,8.5,130
Leap of Faith: William Friedkin on The Exorcist,6.9,104
The Ground Beneath My Feet,6.4,108
The Collini Case,7.2,123
Friend Zone,7.3,118
Running with the Devil,5.4,100
Laal Kaptaan,7.3,155
Antigone,8,109
Zhagaram,6.6,113
Ilayaraja,7.9,141
Canevim,4.8,120
Knives Out,8.1,130
Elise,7.2,105
Vantha Rajavathaan Varuven,3.8,154
Executions,3.4,100
Gay Chorus Deep South,7,100
Cats,2.8,110
Burning Ghost,6.3,104
Krishna Rao Supermarket,6.5,149
Vellai Pookal,7.3,122
Prati Roju Pandaage,6.4,146
Kuppathu Raja,5.6,127
We Are Little Zombies,7.1,120
Asbury Park: Riot Redemption Rock 'n Roll,6.7,116
Children of the Sea,6.6,110
Pariban: Idola dari Tanah Jawa,7.3,101
Wildlings,6.5,135
1964: O Brasil Entre Armas e Livros,7,127
Student of the Year 2,2.5,146
Better Days,7.5,135
Jessie,7.1,106
22 Yards,5.3,126
Waiting for the Barbarians,6.3,112
The Viking War,5.8,103
The Song of Names,6.1,113
Sesinde Ask Var,5.3,145
And All Their Men,7.5,108
Our Wonderful Lives,6.8,117
Back Home,6,105
Color Out of Space,6.4,111
My Great Grandfather,4.8,122
Frankie,5.5,100
Amavas,2.8,134
Motherless Brooklyn,7.1,144
Tusta,8.1,109
 Country Music,8.7,113
Freies Land,6.4,128
Tootsies & The Fake,6.1,109
In the Tall Grass,5.4,101
The Dude in Me,6.7,122
Kaale Dhande,8.7,240
UFC 244: Masvidal vs. Diaz,7.7,180
Incitement,7.5,123
We Shall Not Die Now,8.3,150
Rush: Cinema Strangiato 2019,8.6,120
Saturday Fiction,5.7,126
Jeem Boom Bhaa,3.6,118
Kuttymama,5.4,134
Mokalik (Mechanic),6.7,100
Inseparable Bros,7.1,114
Brecht,6.2,187
The Captain,6,111
Adan,7.7,102
Exatlon Hungary,3.8,120
Christmas Jars,7.5,110
The Devil Next Door,7.6,229
Leaving Afghanistan,5.6,113
Tall Girl,5.3,101
Evaru,8.3,118
Odessa,6.2,130
Split Lip,3.5,100
