Name,rating,time_min
Chitralahari,7.1,131
Vijayaba Kollaya,6.9,136
Miles Davis: Birth of the Cool,7.3,115
William,5.1,100
Ruby Herring Mysteries: Her Last Breath,6.7,120
Vourate Geitonoi,6.9,135
Against the Clock,2.5,102
9/11: Inside Air Force One,7.5,120
 20/20,7.6,120
No Fathers in Kashmir,7.5,108
The Painted Bird,7.3,169
Sweetness in the Belly,6.2,110
The Fable,6.6,123
Blame Game,6.2,105
Brother's Day,4.5,165
Forgivness,7.7,104
Gorilla,4.6,128
The Song of Names,6.1,113
Busby,6.7,102
Queen & Slim,7,132
