Name,rating,time_min
 The Last Drive-In with Joe Bob Briggs,8,126
The Shamer's Daughter 2 - The Serpent Gift,5.7,103
Toy Story 4,7.9,100
Harriet,6.3,125
Kathy Griffin: A Hell of a Story,5.5,106
Negative Numbers,8.3,110
Wedding at Graceland,6,120
Kalavani 2,4.1,141
Defunct,7.6,100
The Clown Prince,6.9,116
Tommaso,6.1,115
Umakant Pandey Purush Ya,8.3,120
The Good Liar,6.6,109
Kumbalangi Nights,8.6,135
Bye,6.5,111
You Shine in the Moonlight,6.7,101
The Last Faust,5.5,107
American Criminal,7.6,100
Divine Love,6.3,101
Agent Sai Srinivasa Athreya,8.5,148
Thackeray,5.1,120
What if the Earth is Flat?,8.5,168
Sisters,5.1,105
Made in Abyss: Wandering Twilight,6.7,110
Motichoor Chaknachoor,5.9,150
Cep Herkülü: Naim Süleymanoglu,8.7,141
The Huntress: Rune of the Dead,6.2,105
V1 Murder Case,7.7,112
The Immortal,7,116
Get Her... If You Can,5.4,102
Burning Ghost,6.3,104
Roast Ljubomir Stanisic,6.6,120
Bird Talk,5.5,138
Bonding,7.2,107
One Day: Justice Delivered,6.5,124
Super Duper,6.3,118
Love and Run,6.4,101
Ambili,7.1,140
Mardaani 2,7.7,103
William Tecumseh Sherman: Beyond the March to the Sea,7.1,115
Operation Gold Fish,6.2,127
Chhichhore,8.1,143
Oru Yamandan Premakadha,5.5,165
"God Exists, Her Name Is Petrunya",6.9,100
"The Gangster, the Cop, the Devil",6.9,109
Jada,7.7,132
Resistance,6.8,122
Under World,6.1,160
The Farewell,7.7,100
Dolemite Is My Name,7.3,118
22 Yards,5.3,126
Is She Raju?,4.9,155
The Paras: Men of War,7.5,180
Amigo de nadie,7,105
Lonappante Mammodisa,5.9,136
Another Cinema Snob Movie,6.3,109
Ölü Yatirim,8.7,106
Advocate,7.2,114
Olen suomalainen,6.5,113
Rabid,5.1,107
Wildlings,6.5,135
Dem Horizont so nah,6.8,109
Somewhere Winter,5.7,125
Ask Aglatir,6.3,120
Shapludu (Bengali),7.8,139
A Sun,8.1,156
She's Just a Shadow,3.7,118
Au nom de la terre,6.8,103
Twice Upon a Time,6.2,192
Mamangam,7.8,157
Dosti ke side effects,3.7,130
Metallica & San Francisco Symphony - S&M2,8.8,150
Raising Kratos,7.8,115
KD,9.4,123
National Theatre Live: All My Sons,8.5,165
Pottu,3.5,120
Clemency,6.5,113
Madhaveeyam,6.4,137
An Officer and a Spy,7.3,132
Madras Beats,7.6,131
Long Shot,6.9,125
Crossword Mysteries: A Puzzle to Die For,6.8,120
Turnover,8.8,123
Men in Black: International,5.6,114
Iruttu,7.2,133
Portugal Não Está à Venda,4.6,120
Chasing the Dragon II: Wild Wild Bunch,5.8,101
Ispade Rajavum Idhaya Raniyum,6.4,141
Sefirin Kizi,6.4,120
Piranhas,6.6,105
Thittam Poattu Thirudura Kootam,5.1,126
The Body Remembers When the World Broke Open,6.7,105
Miracle in Cell No. 7,7.5,120
Les Misérables,7.7,102
 Every Frame A Pause,7.6,273
A Brother's Love,7,117
Dev,4.8,157
Pilgrim's Progress,5.2,108
Mukherjee Dar Bou,7.9,127
The Man Without Gravity,5.8,107
