Name,rating,time_min
Born a King,7.8,103
The Reformer. Zwingli: A Life's Portrait.,6.8,128
One Winter Night,6.4,130
Luka Chuppi,6.3,126
Umakant Pandey Purush Ya,8.3,120
Milan Talkies,5.1,141
 Exhibit A,6.9,144
Dora and the Lost City of Gold,6,102
Step Up China,3.4,100
Queen Marie of Romania,8,110
Özgür Dünya,2.3,122
Bornoporichoy: A Grammar Of Death,5.1,122
Athiran,6.8,135
The Gandhi Murder,6.6,138
The Aeronauts,6.6,100
Jessie,7.1,106
Family History,8.1,125
Invisible,7,102
Saga of Tanya the Evil - The Movie,7.6,115
Jackpot,5.3,142
