Name,rating,time_min
90 Feet from Home,7.3,126
Luka Chuppi,6.3,126
Kataksha,7.6,100
Ich war noch niemals in New York,5.7,128
Mardaani 2,7.7,103
An International Local Story,7.5,123
The Operative,5.6,116
Two Blue Stripes,8.1,113
The Shamer's Daughter 2 - The Serpent Gift,5.7,103
Birbal Trilogy,8.7,163
Mission Mangal,6.5,130
A Dog Barking at the Moon,6.1,107
Scent of My Daughter,7.9,103
Fall In Love At First Kiss,5.9,122
 20/20,7.6,120
Ujda Chaman,7.5,120
We Shall Not Die Now,8.3,150
But Beautiful,6.8,116
Kesari,7.4,150
To Live to Sing,6.8,105
