Name,rating,time_min
Captain Marvel,6.9,123
A Brother's Love,7,117
House Arrest,5.6,104
 The Unbridled Series,5,158
Bebas,7.6,119
WWE Hell in a Cell,4.8,197
MBF: Man's Best Friend,4.6,129
Upin & Ipin: The Lone Gibbon Kris,8,100
Enemy Within,4.4,109
Fortuna's Eye,6.4,111
Walpurgisnacht,6.1,180
Magamuni,8,156
Rajdooth,6.9,130
Tara Mira,6.6,120
My Daughter's Ransom,5.4,120
NXT UK TakeOver: Cardiff,8.2,181
Saand Ki Aankh,8.5,146
Sagaa,6.1,115
Castle in the Ground,7.3,105
Bad Education,7.5,103
Darkness Visible,5.5,107
Between Maybes,6,107
Chhichhore,8.1,143
Palm Beach,5.6,100
Dragon Quest: Your Story,4.3,103
Wings Over Everest,5,110
Mithila Makhaan,9,131
The Traitor,7.2,145
The Naked Wanderer,5.9,101
The Panti Sisters,7,108
The Perfect Candidate,5.8,101
The Mayor of Rione Sanità,5.5,115
Muscle,7.6,110
Oru Yamandan Premakadha,5.5,165
Thambi,7.1,149
See You Soon,4.8,107
Elfette Saves Christmas,4.4,103
30 de Ani de Democratie,9.4,181
The Body,6.4,101
Boy,7.5,129
Dancing Elephant,5.6,114
 30 for 30,7.6,102
Immenhof - Das Abenteuer eines Sommers,5.8,105
Chhalawa,3.2,117
We Are Little Zombies,7.1,120
The Knight of Shadows: Between Yin and Yang,4.9,109
Baaji,7.1,132
The Oscars,5.2,156
Bir Aile Hikayesi,7.1,120
The Sound Story,9.1,105
Belle Epoque,7.6,115
RiffTrax LIVE! Octaman,8.2,120
Peel,6.1,101
Nuvvu Thopu Raa,6.9,150
UFC 245: Usman vs. Covington,7.6,180
No One Saw a Thing,6.2,258
Bibaho Obhijaan,3.9,117
Agni Devi,5.2,103
Eye for an Eye,6.9,107
Crescendo,6.6,102
Aga's House,9,107
Vaarthakal Ithuvare,9.7,121
A mano disarmata,6,107
A Beautiful Day in the Neighborhood,7.7,109
Kabaddi Kabaddi Kabaddi,8.5,115
Fahim,6.8,107
Serial Killer: Devil Unchained,6.2,120
Adithya Varma,6.9,168
Venpa,9.1,146
Raju Gari Gadhi 3,7.3,122
Total Dhamaal,4.3,130
Charlie Chaplin 2,3.7,128
Debout sur la montagne,6.4,105
Black Money,6.5,113
White As Snow,5.3,112
NXT TakeOver: New York,9,196
Agent Sai Srinivasa Athreya,8.5,148
Lady Winsley,6.3,100
Manmadhudu 2,4.8,155
The King's Letters,5.5,110
Ujda Chaman,7.5,120
Rapid Eye Movement,4.2,108
Mithai,4.7,140
Dolceroma,5.7,105
Alidu Ulidavaru,8.1,122
AraÃ±a,6.7,105
Canevim,4.8,120
Mahira,7.3,129
Vuslat,6.3,120
Heroic Losers,7.7,116
Sibyl,6,100
The Small Hand,4.1,115
The World We Make,4.9,108
Kaka Ji,5.6,123
Allt jag inte minns,6.7,176
Exit,7.1,103
The Dirty War on the National Health Service,7.6,106
Don't Stop Me Now,6,100
Talking the Pictures,7.6,126
Kakshi: Amminippilla,6.5,135
