Name,rating,time_min
Helen,7.8,117
Descendants 3,6.7,106
Little,5.4,109
Jiivi,7.9,122
After,5.4,105
Photograph,6.8,110
Vitalina Varela,7.4,124
A Haunting on Brockway Street,5.7,132
Present.Perfect.,6.7,124
Kaaviyyan,4.2,109
Dolceroma,5.7,105
Philophobia,8.2,125
Her Blue Sky,7,112
The Farewell,7.7,100
Mirreyes contra Godinez,5.2,109
Velvet Buzzsaw,5.7,113
Fourmi,6.6,105
Ayushmanbava,7.4,145
Margamkali,4.8,142
Blood Will Tell,6,113
Cherry Blossoms and Demons,5.5,115
Get Her... If You Can,5.4,102
Kardes Çocuklari,5,120
Tootsies & The Fake,6.1,109
42nd Street: The Musical,8,155
Chernobyl: Zona otchuzhdeniya,4.7,101
Our Planet,9.3,403
See You Soon,4.8,107
Five Million Dollar Life,6.7,112
The Piketon Family Murders,6.3,120
Last Sunrise,6.4,103
Panipat,6,165
Trick,5,100
Hit & Run,6.8,114
"I Love You, Now Die: The Commonwealth v. Michelle Carter",7.6,143
ECCO,4.9,123
Eorin uiroein,7.2,114
Mr. Majnu,6,145
Kavacha,7.8,160
The Turkey Bowl,7.7,120
Dulce Familia,4.6,101
Halston,6.7,105
Resistance,6.8,122
Kurukshetra,7.2,185
 Exhibit A,6.4,144
The Traitor,7.2,145
The Mafia Is No Longer What It Used to Be,7.2,105
A Dog Barking at the Moon,6.1,107
Mudda 370 J&K,9.5,132
Como si fuera la primera vez,3.3,109
Uriyadi 2,7.3,119
The Spy Behind Home Plate,6.9,101
Australian Dream,7.1,105
The Personal History of David Copperfield,5.6,119
Hero - Inspired by the Extraordinary Life & Times of Mr. Ulric Cross,8,111
Miles Davis: Birth of the Cool,7.3,115
The Pickup Artist,7.6,111
Heroic Losers,7.7,116
La source,6.3,103
Fraud Saiyaan,4.3,109
NXT TakeOver: Phoenix,8,156
Mallesham,8.5,131
Nalpathiyonnu,7.2,134
Thottappan,7.5,140
Adan,7.7,102
Kakshi: Amminippilla,6.5,135
Futro z misia,5.8,102
The Hidden Track,5.1,138
Modern Day Slavery,9.1,110
 WWE Raw,6.2,180
Kalavani 2,4.1,141
And All Their Men,7.5,108
Adhyaksha In America,7,156
The Blood of God,8.8,127
143 Sahara Street,7.2,100
Twelve Thousand,5,111
Aasta täis draamat,8.4,106
"Extremely Wicked, Shockingly Evil and Vile",6.6,110
Ujda Chaman,7.5,120
The Sound Story,9.1,105
Valiyaperunnal,6.6,188
True History of the Kelly Gang,6.6,124
Oray,6.6,100
El crack cero,7.4,122
Zalim Istanbul,6,120
Canevim,4.8,120
Svaha: The Sixth Finger,6.2,122
Menteur,6.6,111
All About Yves,5.7,107
The Perfect Wedding,5.9,110
Horizon,8,120
Seberg,4.7,102
Monos,7.3,102
 Critical Role,7.9,248
Cosmic Candy,5.7,100
Sangkar,7.4,112
Hebe: The Brazilian Star,6.9,112
Love Them All,5.3,100
Ayogya,6.1,146
Meeku Maathrame Chepta,6.1,120
