Name,rating,time_min
Kalki,4.7,141
The Favorite,6.1,108
Turnover,8.8,123
WWE: SummerSlam,6.6,208
Oray,6.6,100
The Sun Is Also a Star,5.7,100
The Whistleblower,5.5,134
Batla House,7.3,146
Mithai,4.7,140
Thaala,7.6,120
Lucy in the Sky,4.6,124
Light of My Life,6.6,119
Swoon,6.1,104
The Singer,5.4,107
Growing Up with I Spit on Your Grave,7.1,102
The Accidental Prime Minister,6.1,112
Wedding at Graceland,6,120
Farewell Song,7.2,116
90 ml,3.4,120
Dharma Prabhu,4.7,147
Three Days and a Life,6.6,120
Running Against the Wind,9.4,116
Negative Numbers,8.3,110
"So Long, My Son",7.7,185
Alive,5.9,100
Poliorkia,7.5,101
Black Widow,6.9,116
WWE Fastlane,6.5,223
The Cave,8.3,107
Brother's Day,4.5,165
Adults in the Room,5.8,124
The Corrupted,5.6,103
My Mom is a Character 3,7.4,111
Noblemen,5.7,108
American Factory,7.6,115
Joan of Arc,5.8,137
Blochin: Das letzte Kapitel,6.4,105
Vivere,5.9,103
Operation Cobra,3.6,126
 The Last Drive-In with Joe Bob Briggs,8.6,161
The Gambinos,8.9,122
The August Virgin,6.9,125
Bad Girl,6.6,100
Glass,6.7,129
The Island of Cats,7.1,103
Radioflash,4.5,103
Diablo. The race for everything,4.3,106
NXT TakeOver: XXV,8.7,159
Vijayaba Kollaya,6.9,136
Bozkir Kuslara Bak Kuslara,3.5,115
No Quiero Ser Tu Hermano,3,100
Commitment,4.3,135
My Dear Assistant,6.3,113
Fall In Love At First Kiss,5.9,122
Kakshi: Amminippilla,6.5,135
Chal Mera Putt,7.6,124
National Street,6,100
The Treasure 2,7.3,150
Fatteshikast,8.5,153
Long Live the King,5.5,118
12 Suicidal Teens,5.7,117
Mushkil,5,130
From Love,6.4,101
Ujda Chaman,7.5,120
Girl/Girl Scene,2.4,122
Inmate Zero,6.9,106
Happy Sardar,6.3,153
Extreme Job,7.1,111
Friends 25th: The One With The Anniversary,3.1,105
Kardes Çocuklari,5,120
Little White Lies 2,6.5,135
Darkness Visible,5.5,107
Heimat is a Space in Time,7,218
Lonappante Mammodisa,5.9,136
June,7.4,141
Infernal Khorugv or Cossack Christmas,9,110
Margamkali,4.8,142
 Country Music,8.4,139
Synapses,6.9,116
Girlz,4.1,153
It Takes a Lunatic,6.5,126
Fighting with My Family,7.1,108
Vantha Rajavathaan Varuven,3.8,154
Wings Over Everest,5,110
Mentada de Padre,5.9,102
Ruby Herring Mysteries: Silent Witness,6.3,120
Effetto Domino,5.8,106
Fate/stay night [Heaven's Feel] II. lost butterfly,7.8,117
Oil in the Blood,6.2,130
Into the Labyrinth,6.2,130
Pailwaan,6.5,166
Music Teacher,6.5,101
Seetharama Kalyana,8,155
John Denver Trending,8.4,100
Censored,7.5,100
Kandasamys: The Wedding,7,127
Kidnap,5.4,130
Odeya,7.4,164
Utisak nedelje,9,120
Chasing the Moon,8.6,360
